FileVersion 1 7;
FileTimestamp 06-06-2021 14:20:59;
TiffSpec 6.0 NA R;
InspectionStationID "RudolphTechnologies" "XCluster" "2QAVI03";
SampleType WAFER;
-28 16
-27 16
-26 16
-25 16
-24 16
-23 16
-22 16
-21 16
-20 16
-19 16
-18 16
-17 16
-16 16
-15 16
-14 16
-13 16
-12 16
-11 16
-10 16
-9 16
-8 16
-7 16
-6 16
-5 16
-4 16
-3 16
-2 16
-1 16
0 16
1 16
2 16
3 16
4 16
5 16
6 16
7 16
8 16
9 16
10 16
11 16
12 16
13 16
14 16
15 16
16 16
17 16
18 16
19 16
20 16
21 16
22 16
23 16
24 16
25 16
26 16
27 16
28 16
29 16
30 16
31 16
32 16
33 16
34 16
35 16
36 16
-34 17
-33 17
-32 17
-31 17
-30 17
-29 17
-28 17
-27 17
-26 17
-25 17
-24 17
-23 17
-22 17
-21 17
-20 17
-19 17
-18 17
-17 17
-16 17
-15 17
-14 17
-13 17
-12 17
-11 17
-10 17
-9 17
-8 17
-7 17
-6 17
-5 17
-4 17
-3 17
-2 17
-1 17
0 17
1 17
2 17
3 17
4 17
5 17
6 17
7 17
8 17
9 17
10 17
11 17
12 17
13 17
14 17
15 17
16 17
17 17
18 17
19 17
20 17
21 17
22 17
23 17
24 17
25 17
26 17
27 17
28 17
29 17
30 17
31 17
32 17
33 17
34 17
35 17
36 17
-33 18
-32 18
-31 18
-30 18
-29 18
-28 18
-27 18
-26 18
-25 18
-24 18
-23 18
-22 18
-21 18
-20 18
-19 18
-18 18
-17 18
-16 18
-15 18
-14 18
-13 18
-12 18
-11 18
-10 18
-9 18
-8 18
-7 18
-6 18
-5 18
-4 18
-3 18
-2 18
-1 18
0 18
1 18
2 18
3 18
4 18
5 18
6 18
7 18
8 18
9 18
10 18
11 18
12 18
13 18
14 18
15 18
16 18
17 18
18 18
19 18
20 18
21 18
22 18
23 18
24 18
25 18
26 18
27 18
28 18
29 18
30 18
31 18
32 18
33 18
34 18
35 18
-33 19
-32 19
-31 19
-30 19
-29 19
-28 19
-27 19
-26 19
-25 19
-24 19
-23 19
-22 19
-21 19
-20 19
-19 19
-18 19
-17 19
-16 19
-15 19
-14 19
-13 19
-12 19
-11 19
-10 19
-9 19
-8 19
-7 19
-6 19
-5 19
-4 19
-3 19
-2 19
-1 19
0 19
1 19
2 19
3 19
4 19
5 19
6 19
7 19
8 19
9 19
10 19
11 19
12 19
13 19
14 19
15 19
16 19
17 19
18 19
19 19
20 19
21 19
22 19
23 19
24 19
25 19
26 19
27 19
28 19
29 19
30 19
31 19
32 19
33 19
34 19
-32 20
-31 20
-30 20
-29 20
-28 20
-27 20
-26 20
-25 20
-24 20
-23 20
-22 20
-21 20
-20 20
-19 20
-18 20
-17 20
-16 20
-15 20
-14 20
-13 20
-12 20
-11 20
-10 20
-9 20
-8 20
-7 20
-6 20
-5 20
-4 20
-3 20
-2 20
-1 20
0 20
1 20
2 20
3 20
4 20
5 20
6 20
7 20
8 20
9 20
10 20
11 20
12 20
13 20
14 20
15 20
16 20
17 20
18 20
19 20
20 20
21 20
22 20
23 20
24 20
25 20
26 20
27 20
28 20
29 20
30 20
31 20
32 20
33 20
34 20
-31 21
-30 21
-29 21
-28 21
-27 21
-26 21
-25 21
-24 21
-23 21
-22 21
-21 21
-20 21
-19 21
-18 21
-17 21
-16 21
-15 21
-14 21
-13 21
-12 21
-11 21
-10 21
-9 21
-8 21
-7 21
-6 21
-5 21
-4 21
-3 21
-2 21
-1 21
0 21
1 21
2 21
3 21
4 21
5 21
6 21
7 21
8 21
9 21
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
19 21
20 21
21 21
22 21
23 21
24 21
25 21
26 21
27 21
28 21
29 21
30 21
31 21
32 21
33 21
-31 22
-30 22
-29 22
-28 22
-27 22
-26 22
-25 22
-24 22
-23 22
-22 22
-21 22
-20 22
-19 22
-18 22
-17 22
-16 22
-15 22
-14 22
-13 22
-12 22
-11 22
-10 22
-9 22
-8 22
-7 22
-6 22
-5 22
-4 22
-3 22
-2 22
-1 22
0 22
1 22
2 22
3 22
4 22
5 22
6 22
7 22
8 22
9 22
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
18 22
19 22
20 22
21 22
22 22
23 22
24 22
25 22
26 22
27 22
28 22
29 22
30 22
31 22
32 22
-30 23
-29 23
-28 23
-27 23
-26 23
-25 23
-24 23
-23 23
-22 23
-21 23
-20 23
-19 23
-18 23
-17 23
-16 23
-15 23
-14 23
-13 23
-12 23
-11 23
-10 23
-9 23
-8 23
-7 23
-6 23
-5 23
-4 23
-3 23
-2 23
-1 23
0 23
1 23
2 23
3 23
4 23
5 23
6 23
7 23
8 23
9 23
10 23
11 23
12 23
13 23
14 23
15 23
16 23
17 23
18 23
19 23
20 23
21 23
22 23
23 23
24 23
25 23
26 23
27 23
28 23
29 23
30 23
31 23
-29 24
-28 24
-27 24
-26 24
-25 24
-24 24
-23 24
-22 24
-21 24
-20 24
-19 24
-18 24
-17 24
-16 24
-15 24
-14 24
-13 24
-12 24
-11 24
-10 24
-9 24
-8 24
-7 24
-6 24
-5 24
-4 24
-3 24
-2 24
-1 24
0 24
1 24
2 24
3 24
4 24
5 24
6 24
7 24
8 24
9 24
10 24
11 24
12 24
13 24
14 24
15 24
16 24
17 24
18 24
19 24
20 24
21 24
22 24
23 24
24 24
25 24
26 24
27 24
28 24
29 24
30 24
31 24
-28 25
-27 25
-26 25
-25 25
-24 25
-23 25
-22 25
-21 25
-20 25
-19 25
-18 25
-17 25
-16 25
-15 25
-14 25
-13 25
-12 25
-11 25
-10 25
-9 25
-8 25
-7 25
-6 25
-5 25
-4 25
-3 25
-2 25
-1 25
0 25
1 25
2 25
3 25
4 25
5 25
6 25
7 25
8 25
9 25
10 25
11 25
12 25
13 25
14 25
15 25
16 25
17 25
18 25
19 25
20 25
21 25
22 25
23 25
24 25
25 25
26 25
27 25
28 25
29 25
30 25
-27 26
-26 26
-25 26
-24 26
-23 26
-22 26
-21 26
-20 26
-19 26
-18 26
-17 26
-16 26
-15 26
-14 26
-13 26
-12 26
-11 26
-10 26
-9 26
-8 26
-7 26
-6 26
-5 26
-4 26
-3 26
-2 26
-1 26
0 26
1 26
2 26
3 26
4 26
5 26
6 26
7 26
8 26
9 26
10 26
11 26
12 26
13 26
14 26
15 26
16 26
17 26
18 26
19 26
20 26
21 26
22 26
23 26
24 26
25 26
26 26
27 26
28 26
29 26
-26 27
-25 27
-24 27
-23 27
-22 27
-21 27
-20 27
-19 27
-18 27
-17 27
-16 27
-15 27
-14 27
-13 27
-12 27
-11 27
-10 27
-9 27
-8 27
-7 27
-6 27
-5 27
-4 27
-3 27
-2 27
-1 27
0 27
1 27
2 27
3 27
4 27
5 27
6 27
7 27
8 27
9 27
10 27
11 27
12 27
13 27
14 27
15 27
16 27
17 27
18 27
19 27
20 27
21 27
22 27
23 27
24 27
25 27
26 27
27 27
28 27
-25 28
-24 28
-23 28
-22 28
-21 28
-20 28
-19 28
-18 28
-17 28
-16 28
-15 28
-14 28
-13 28
-12 28
-11 28
-10 28
-9 28
-8 28
-7 28
-6 28
-5 28
-4 28
-3 28
-2 28
-1 28
0 28
1 28
2 28
3 28
4 28
5 28
6 28
7 28
8 28
9 28
10 28
11 28
12 28
13 28
14 28
15 28
16 28
17 28
18 28
19 28
20 28
21 28
22 28
23 28
24 28
25 28
26 28
-24 29
-23 29
-22 29
-21 29
-20 29
-19 29
-18 29
-17 29
-16 29
-15 29
-14 29
-13 29
-12 29
-11 29
-10 29
-9 29
-8 29
-7 29
-6 29
-5 29
-4 29
-3 29
-2 29
-1 29
0 29
1 29
2 29
3 29
4 29
5 29
6 29
7 29
8 29
9 29
10 29
11 29
12 29
13 29
14 29
15 29
16 29
17 29
18 29
19 29
20 29
21 29
22 29
23 29
24 29
25 29
-22 30
-21 30
-20 30
-19 30
-18 30
-17 30
-16 30
-15 30
-14 30
-13 30
-12 30
-11 30
-10 30
-9 30
-8 30
-7 30
-6 30
-5 30
-4 30
-3 30
-2 30
-1 30
0 30
1 30
2 30
3 30
4 30
5 30
6 30
7 30
8 30
9 30
10 30
11 30
12 30
13 30
14 30
15 30
16 30
17 30
18 30
19 30
20 30
21 30
22 30
23 30
24 30
-21 31
-20 31
-19 31
-18 31
-17 31
-16 31
-15 31
-14 31
-13 31
-12 31
-11 31
-10 31
-9 31
-8 31
-7 31
-6 31
-5 31
-4 31
-3 31
-2 31
-1 31
0 31
1 31
2 31
3 31
4 31
5 31
6 31
7 31
8 31
9 31
10 31
11 31
12 31
13 31
14 31
15 31
16 31
17 31
18 31
19 31
20 31
21 31
22 31
-19 32
-18 32
-17 32
-16 32
-15 32
-14 32
-13 32
-12 32
-11 32
-10 32
-9 32
-8 32
-7 32
-6 32
-5 32
-4 32
-3 32
-2 32
-1 32
0 32
1 32
2 32
3 32
4 32
5 32
6 32
7 32
8 32
9 32
10 32
11 32
12 32
13 32
14 32
15 32
16 32
17 32
18 32
19 32
20 32
21 32
-17 33
-16 33
-15 33
-14 33
-13 33
-12 33
-11 33
-10 33
-9 33
-8 33
-7 33
-6 33
-5 33
-4 33
-3 33
-2 33
-1 33
0 33
1 33
2 33
3 33
4 33
5 33
6 33
7 33
8 33
9 33
10 33
11 33
12 33
13 33
14 33
15 33
16 33
17 33
18 33
19 33
-15 34
-14 34
-13 34
-12 34
-11 34
-10 34
-9 34
-8 34
-7 34
-6 34
-5 34
-4 34
-3 34
-2 34
-1 34
0 34
1 34
2 34
3 34
4 34
5 34
6 34
7 34
8 34
9 34
10 34
11 34
12 34
13 34
14 34
15 34
16 34
17 34
-12 35
-11 35
-10 35
-9 35
-8 35
-7 35
-6 35
-5 35
-4 35
-3 35
-2 35
-1 35
0 35
1 35
2 35
3 35
4 35
5 35
6 35
7 35
8 35
9 35
10 35
11 35
12 35
13 35
14 35
-9 36
-8 36
-7 36
-6 36
-5 36
-4 36
-3 36
-2 36
-1 36
0 36
1 36
2 36
3 36
4 36
5 36
6 36
7 36
8 36
9 36
10 36
11 36
-4 37
-3 37
-2 37
-1 37
0 37
1 37
2 37
3 37
4 37
5 37
6 37;
AreaPerTest 65690867232.421;
TiffFileName WFR_NO_22_KLA_1.jpg;
DefectRecordSpec 17 DEFECTID XREL YREL XINDEX YINDEX XSIZE YSIZE DEFECTAREA DSIZE CLASSNUMBER TEST CLUSTERNUMBER ROUGHBINNUMBER FINEBINNUMBER REVIEWSAMPLE IMAGECOUNT IMAGELIST;
DefectList
1 3239.445 309.438 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
2 2891.852 376.078 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
3 1858.574 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
4 1644.293 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
5 1568.113 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
6 1487.164 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
7 1401.449 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_8.jpg;
DefectList
8 1487.163 61.875 2 -36 19.046 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_9.jpg;
DefectList
9 2006.183 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
10 1858.572 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
11 1780.005 61.875 1 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0
12 1644.298 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
13 1568.112 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
14 1487.164 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
15 1325.268 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
16 1187.180 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
17 1108.613 61.875 1 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0
18 1039.569 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
19 958.621 61.875 1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_20.jpg;
DefectList
20 2006.183 61.875 0 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
21 1780.005 61.875 0 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0
22 1644.298 61.875 0 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
23 1565.731 61.875 0 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0
24 1487.164 61.875 0 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
25 1401.454 61.875 0 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
26 1187.180 61.875 0 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
27 1037.188 61.875 0 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_28.jpg;
DefectList
28 1568.112 61.875 -1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
29 1487.164 61.875 -1 -36 19.046 4.761 90.673 13.737 3 1 0 3 0 1 0 0
30 1039.569 61.875 -1 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_31.jpg;
DefectList
31 1401.453 61.875 -2 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
32 2889.473 376.078 -9 -36 23.811 4.761 113.342 16.729 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_33.jpg;
DefectList
33 1858.574 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
34 1782.387 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
35 1644.297 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
36 1563.348 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
37 1487.168 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
38 1399.074 61.875 -9 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0
39 1263.367 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
40 1187.180 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
41 1106.234 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
42 1039.566 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_43.jpg;
DefectList
43 2213.316 3222.930 -13 -34 23.808 14.282 317.357 21.837 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_44.jpg;
DefectList
44 3241.830 566.516 -2 -26 23.808 23.804 317.357 22.756 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_45.jpg;
DefectList
45 3272.781 642.680 17 -21 9.521 28.564 226.683 21.609 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_46.jpg;
DefectList
46 3220.406 47.605 16 -16 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_47.jpg;
DefectList
47 453.891 2163.695 16 -15 9.525 23.804 226.683 19.721 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_48.jpg;
DefectList
48 1101.469 311.828 -32 16 38.094 38.086 1042.743 38.499 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_49.jpg;
DefectList
49 1377.648 3265.766 -13 21 28.568 19.043 453.367 26.489 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_50.jpg;
DefectList
50 15.820 2206.539 -28 23 19.043 23.804 294.688 22.526 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_51.jpg;
DefectList
51 46.766 1004.484 7 28 14.284 14.275 181.347 15.853 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_52.jpg;
DefectList
52 234.852 3701.375 -24 29 19.051 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_53.jpg;
DefectList
53 2439.492 3344.320 -19 29 19.043 42.847 521.372 32.097 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_54.jpg;
DefectList
54 3025.176 1594.805 -14 29 19.047 9.521 113.342 15.531 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_55.jpg;
DefectList
55 3451.336 3760.891 21 32 14.290 23.804 158.678 19.440 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_56.jpg;
DefectList
56 3529.906 3699.000 17 34 19.047 14.282 226.683 17.968 3 1 0 3 0 1 1 1 1 0
57 3477.531 3753.750 17 34 28.568 38.086 544.040 34.213 3 1 0 3 0 1 0 0
58 3434.676 3734.703 17 34 47.615 85.693 3150.899 74.580 3 1 0 3 0 1 0 0
59 3451.344 3665.672 17 34 14.282 42.847 317.357 30.531 3 1 0 3 0 1 0 0
60 3379.918 3746.609 17 34 42.854 61.890 1428.105 56.490 3 1 0 3 0 1 0 0
61 3339.445 3753.750 17 34 19.047 47.607 476.035 35.184 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_62.jpg;
DefectList
62 3441.820 1885.172 -4 36 14.285 14.282 68.005 13.224 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_63.jpg;
DefectList
63 2951.369 2285.094 -8 35 14.286 19.043 226.683 17.968 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_64.jpg;
DefectList
64 234.850 3701.375 -4 37 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_22_KLA_65.jpg;
DefectList
65 449.126 3701.375 -3 37 19.046 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
66 3434.676 3758.500 6 37 38.094 14.282 294.688 29.292 3 1 0 3 0 1 0 0
67 3379.918 3758.500 6 37 42.854 14.282 272.020 30.853 3 1 0 3 0 1 0 0
68 3327.541 3763.266 6 37 33.331 4.761 158.678 22.713 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_22_KLA_69.jpg;
DefectList
69 525.309 3701.375 6 37 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
70 449.125 3701.375 6 37 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
71 377.699 3701.375 6 37 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0;
SummarySpec 5 TESTNO NDEFECT DEFDENSITY NDIE NDEFDIE; 
SummaryList
1 71 0.112888 4650 26;
DieOrigin 0.000 0.000;
WaferID "23";
Slot 23;
SampleCenterLocation 4617.947 1854.778;
InspectionTest 1;
AreaPerTest 65690867232.421;
TiffFileName WFR_NO_23_KLA_1.jpg;
DefectRecordSpec 17 DEFECTID XREL YREL XINDEX YINDEX XSIZE YSIZE DEFECTAREA DSIZE CLASSNUMBER TEST CLUSTERNUMBER ROUGHBINNUMBER FINEBINNUMBER REVIEWSAMPLE IMAGECOUNT IMAGELIST;
DefectList
1 1399.070 61.875 11 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_2.jpg;
DefectList
2 1780.005 61.875 0 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 1 1 1 0
3 3513.242 85.672 17 -34 42.854 4.761 204.015 28.697 3 1 0 3 0 1 0 0
4 3510.863 164.234 17 -34 28.572 9.521 181.347 21.837 3 1 0 3 0 1 0 0
5 3482.293 178.516 17 -34 19.047 28.564 362.693 25.746 3 1 0 3 0 1 0 0
6 3482.293 102.344 17 -34 19.047 28.564 362.693 25.746 3 1 0 3 0 1 0 0
7 3470.391 216.594 17 -34 23.808 28.564 340.025 28.188 3 1 0 3 0 1 0 0
8 3475.148 140.422 17 -34 14.282 28.564 340.025 24.829 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_9.jpg;
DefectList
9 3448.957 123.766 17 -34 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
10 3403.723 97.578 17 -34 4.765 19.043 90.673 13.737 3 1 0 3 0 1 0 0
11 3315.633 99.969 17 -34 19.047 33.325 294.688 27.312 3 1 0 3 0 1 0 0
12 3239.449 109.484 17 -34 19.047 14.282 90.673 15.988 3 1 0 3 0 1 0 0
13 1858.574 61.875 17 -34 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
14 1563.348 61.875 17 -34 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
15 3506.102 99.969 21 -32 66.666 33.325 612.045 51.805 3 1 0 3 0 1 0 0
16 3475.148 140.430 21 -32 14.282 28.564 249.352 22.754 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_17.jpg;
DefectList
17 3441.813 123.773 21 -32 33.333 4.761 158.678 22.713 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_18.jpg;
DefectList
18 1032.424 3196.750 -8 -31 14.286 14.282 181.347 15.853 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_19.jpg;
DefectList
19 1772.862 845.016 -3 -28 9.523 28.564 204.015 20.733 3 1 0 3 0 1 1 1 1 0
20 3484.672 97.586 28 -27 14.282 33.325 317.357 25.518 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_21.jpg;
DefectList
21 3479.914 135.672 28 -27 14.282 33.325 249.352 24.642 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_22.jpg;
DefectList
22 3525.148 85.688 31 -24 19.051 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_23.jpg;
DefectList
23 1563.344 1559.086 -18 -22 28.572 28.564 612.045 30.071 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_24.jpg;
DefectList
24 3053.750 2742.109 -23 -16 76.187 99.972 5168.381 91.051 3 1 0 3 0 1 1 1 1 0
25 3529.906 804.539 38 -13 9.521 19.043 90.673 14.654 3 1 0 3 0 1 0 0
26 3532.281 692.668 38 -13 4.761 33.325 158.678 22.713 3 1 0 3 0 1 0 0
27 3529.906 647.441 38 -13 9.521 19.043 90.673 14.654 3 1 0 3 0 1 0 0
28 3487.063 626.016 38 -13 9.521 23.804 136.010 17.646 3 1 0 3 0 1 0 0
29 3484.688 509.383 38 -13 14.282 28.564 272.020 23.402 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_30.jpg;
DefectList
30 3484.688 690.285 38 -13 4.761 19.043 90.673 13.737 3 1 0 3 0 1 1 1 1 0
31 3479.922 464.160 38 -13 14.297 61.886 453.367 42.366 3 1 0 3 0 1 0 0
32 3482.297 414.172 38 -13 9.521 19.043 136.010 15.625 3 1 0 3 0 1 0 0
33 3482.297 378.465 38 -13 9.521 23.804 113.342 17.419 3 1 0 3 0 1 0 0
34 3482.297 347.520 38 -13 9.521 19.043 113.342 14.749 3 1 0 3 0 1 0 0
35 3482.297 271.352 38 -13 9.521 19.043 113.342 15.531 3 1 0 3 0 1 0 0
36 3315.641 104.730 38 -13 28.580 47.607 362.693 36.747 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_37.jpg;
DefectList
37 563.398 2147.027 32 -12 9.529 14.278 136.010 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_38.jpg;
DefectList
38 958.621 3015.848 -14 -10 47.615 199.944 2924.216 134.953 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_39.jpg;
DefectList
39 3532.281 171.383 39 -10 14.282 14.282 158.678 15.625 3 1 0 3 0 1 1 1 1 0
40 3522.766 88.074 39 -10 33.325 9.521 181.347 23.630 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_41.jpg;
DefectList
41 772.922 3710.891 39 -9 19.043 14.282 158.678 16.864 3 1 0 3 0 1 1 1 1 0
42 3518.000 502.244 40 -6 42.847 9.521 226.683 29.614 3 1 0 3 0 1 0 0
43 3532.281 437.977 40 -6 14.282 14.282 136.010 14.749 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_44.jpg;
DefectList
44 3532.281 376.088 40 -6 14.282 14.282 90.673 14.100 3 1 0 3 0 1 1 1 1 0
45 3527.516 685.529 40 -6 14.282 14.282 113.342 14.100 3 1 0 3 0 1 0 0
46 3527.516 578.414 40 -6 14.282 19.043 136.010 16.864 3 1 0 3 0 1 0 0
47 3482.297 516.527 40 -6 19.058 28.564 294.688 24.870 3 1 0 3 0 1 0 0
48 3482.297 311.820 40 -6 19.058 28.564 385.362 25.746 3 1 0 3 0 1 0 0
49 3482.297 102.355 40 -6 19.058 28.563 340.025 25.746 3 1 0 3 0 1 0 0
50 3479.922 449.879 40 -6 14.297 28.564 294.688 23.725 3 1 0 3 0 1 0 0
51 3479.922 385.609 40 -6 14.297 33.325 362.693 25.840 3 1 0 3 0 1 0 0
52 3479.922 178.523 40 -6 14.297 28.564 317.357 23.725 3 1 0 3 0 1 0 0
53 3477.531 480.822 40 -6 9.537 23.804 181.347 18.845 3 1 0 3 0 1 0 0
54 3475.156 416.553 40 -6 14.297 28.563 294.688 23.952 3 1 0 3 0 1 0 0
55 3472.781 349.906 40 -6 19.058 28.563 272.020 24.547 3 1 0 3 0 1 0 0
56 3470.391 268.977 40 -6 23.819 28.564 317.357 28.094 3 1 0 3 0 1 0 0
57 3451.344 216.609 40 -6 61.905 28.563 521.372 49.000 3 1 0 3 0 1 0 0
58 3472.781 140.439 40 -6 19.058 28.564 340.025 25.746 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_23_KLA_59.jpg;
DefectList
59 2022.848 1711.440 14 -4 71.426 95.213 4715.015 83.959 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_60.jpg;
DefectList
60 2315.691 395.127 16 -3 28.568 28.563 544.040 29.388 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_61.jpg;
DefectList
61 2125.227 2949.193 26 -1 28.572 14.282 204.015 22.298 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_62.jpg;
DefectList
62 2229.980 2201.777 -14 -1 9.521 14.282 136.010 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_63.jpg;
DefectList
63 3451.336 1125.878 -26 0 14.290 19.042 249.352 18.845 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_64.jpg;
DefectList
64 3451.328 3665.662 40 6 4.761 33.323 158.678 22.713 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_65.jpg;
DefectList
65 1796.672 3427.631 -30 8 19.043 23.804 362.693 22.200 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_66.jpg;
DefectList
66 1668.109 1028.289 32 10 38.094 33.325 634.714 34.859 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_67.jpg;
DefectList
